date,country,state,city,temp_min_c,temp_max_c,temp_avg_c,rainfall_mm,humidity_percent,soil_moisture,flood,cyclone_storm,heatwave,landslide,wildfire,volcanic_eruption
20-03-2020,India,Maharashtra,Pune,21.61,35.06,28.34,0,97.23,0.46,0,0,0,0,0,0
21-03-2020,India,Tamil Nadu,Chennai,21.24,29.23,25.24,64.55,89.69,0.91,0,0,0,0,0,0
22-03-2020,India,Kerala,Kochi,18.87,29.75,24.31,62.88,96,0.72,0,0,0,0,0,0
23-03-2020,India,Tamil Nadu,Chennai,24.1,35.55,29.83,45.45,79.29,0.5,0,0,0,0,0,0
24-03-2020,India,Karnataka,Bangalore,29.6,42.26,35.93,49.87,37.11,0.48,0,0,1,0,1,0
25-03-2020,India,West Bengal,Kolkata,21.76,33.99,27.88,74.03,53.93,0.54,0,1,0,0,0,0
26-03-2020,India,Maharashtra,Mumbai,27.05,44.1,35.58,43.6,93.13,0.69,0,0,1,0,0,0
27-03-2020,India,West Bengal,Kolkata,29.41,35.98,32.69,45.44,35.04,0.68,0,0,0,0,0,0
28-03-2020,India,Karnataka,Bangalore,29.15,42.57,35.86,50.4,70.19,0.48,0,0,1,0,0,0
29-03-2020,India,West Bengal,Kolkata,28.11,36.63,32.37,118.92,48.54,0.41,0,1,0,1,0,0
30-03-2020,India,Kerala,Trivandrum,31.77,46.01,38.89,0,77.39,0.47,0,0,1,0,0,0
31-03-2020,India,Maharashtra,Pune,26.56,36.95,31.76,118.04,87.13,0.31,0,1,0,0,0,0
01-04-2020,India,Karnataka,Bangalore,28.16,36.81,32.48,8.14,37.71,0.68,0,0,0,0,0,0
02-04-2020,India,Karnataka,Mysore,23.01,36.43,29.72,72.28,45.73,0.53,0,1,0,0,0,0
03-04-2020,India,Karnataka,Bangalore,19.12,33.89,26.5,7.22,74.36,0.85,0,0,0,0,0,0
04-04-2020,India,Karnataka,Bangalore,23.72,39.1,31.41,42.28,90.89,0.32,0,0,1,0,0,0
05-04-2020,India,Tamil Nadu,Chennai,27.96,43.88,35.92,51.02,44.65,0.81,0,0,1,0,0,0
06-04-2020,India,Tamil Nadu,Chennai,20.19,36.92,28.55,24.23,66.1,0.6,0,0,0,0,0,0
07-04-2020,India,Maharashtra,Pune,31.65,40.01,35.83,0,41.19,0.86,0,0,1,0,0,0
08-04-2020,India,Maharashtra,Pune,24.76,31.23,28,79.84,92.1,0.29,0,1,0,0,0,0
09-04-2020,India,Tamil Nadu,Coimbatore,23.45,36.42,29.94,0,74.95,0.48,0,0,0,0,0,0
10-04-2020,India,Karnataka,Bangalore,25.72,36.12,30.92,34.2,73.61,0.36,0,0,0,0,0,0
11-04-2020,India,Karnataka,Mysore,22.59,31.43,27.01,0,37.26,0.35,0,0,0,0,0,0
12-04-2020,India,Karnataka,Mysore,23.21,31.52,27.37,36.49,47.22,0.73,0,0,0,0,0,0
13-04-2020,India,Maharashtra,Pune,24.78,36.14,30.46,40.73,85.7,0.6,0,0,0,0,0,0
14-04-2020,India,Tamil Nadu,Chennai,20.72,28.81,24.77,73.79,72.03,0.93,1,0,0,0,0,0
15-04-2020,India,West Bengal,Kolkata,26.63,37.6,32.12,33.27,64.08,0.41,0,0,0,0,0,0
16-04-2020,India,Maharashtra,Mumbai,31.39,39.18,35.29,12.27,57.52,0.91,0,0,1,0,0,0
17-04-2020,India,West Bengal,Kolkata,21.04,34.87,27.96,96.39,91.74,0.25,0,0,0,1,0,0
18-04-2020,India,Karnataka,Mysore,26.27,35.88,31.08,114.82,50.21,0.33,0,0,0,0,0,0
19-04-2020,India,Kerala,Trivandrum,26.18,40.97,33.58,25.07,49.49,0.4,0,0,1,0,0,0
20-04-2020,India,Kerala,Kochi,19.81,30.63,25.22,103.17,74.51,0.33,0,1,0,1,0,0
21-04-2020,India,Kerala,Kochi,25.93,42.62,34.28,38.11,50.52,0.71,0,0,1,0,0,0
22-04-2020,India,Kerala,Trivandrum,27.47,42.81,35.14,31.8,77.86,0.37,0,0,1,0,0,0
23-04-2020,India,Maharashtra,Pune,30.9,48.46,39.68,0,51.51,0.69,0,0,1,0,0,0
24-04-2020,India,West Bengal,Kolkata,25.11,34.72,29.92,25.56,54.06,0.62,0,0,0,0,0,0
25-04-2020,India,Tamil Nadu,Coimbatore,20.91,34.66,27.79,91.16,95.53,0.26,0,0,0,0,0,0
26-04-2020,India,West Bengal,Kolkata,26.71,44.42,35.57,60.27,77.15,0.53,0,0,1,0,0,0
27-04-2020,India,Kerala,Kochi,27.46,41.87,34.66,51.75,89.67,0.28,0,0,1,0,0,0
28-04-2020,India,Kerala,Trivandrum,22.47,28.72,25.6,22.45,83.1,0.62,0,0,0,0,0,0
29-04-2020,India,West Bengal,Kolkata,21.65,33.64,27.64,9.26,48.92,0.86,0,0,0,0,0,0
30-04-2020,India,Maharashtra,Pune,21.4,36.6,29,65.83,40.24,0.35,0,0,0,0,0,0
01-05-2020,India,West Bengal,Kolkata,25.15,42.65,33.9,91.5,75.15,0.51,0,0,1,1,0,0
02-05-2020,India,West Bengal,Kolkata,23.14,34.46,28.8,42.36,87.42,0.37,0,0,0,0,0,0
03-05-2020,India,Maharashtra,Mumbai,22.27,37.36,29.81,13.27,81.21,0.94,0,0,0,0,0,0
04-05-2020,India,Karnataka,Mysore,27.1,37.26,32.18,106.94,85.87,0.46,0,0,0,0,0,0
05-05-2020,India,Maharashtra,Mumbai,26.39,33.35,29.87,54.82,89.58,0.31,0,0,0,0,0,0
06-05-2020,India,West Bengal,Kolkata,22.31,32.45,27.38,20.5,82.04,0.68,0,0,0,0,0,0
07-05-2020,India,Karnataka,Bangalore,24.29,34.34,29.32,0,71.3,0.91,0,0,0,0,0,0
08-05-2020,India,Kerala,Kochi,20.12,31.3,25.71,33.19,47.54,0.37,0,0,0,0,0,0
09-05-2020,India,Maharashtra,Pune,23.42,36.25,29.83,122.56,46.24,0.42,0,0,0,0,0,0
10-05-2020,India,Karnataka,Mysore,30.6,46.23,38.42,14.1,60.34,0.26,0,0,1,0,0,0
11-05-2020,India,West Bengal,Kolkata,21.26,35.86,28.56,45.24,87.83,0.76,0,0,0,0,0,0
12-05-2020,India,Maharashtra,Pune,21.77,30.34,26.05,52.54,42.08,0.68,0,0,0,0,0,0
13-05-2020,India,West Bengal,Kolkata,19.38,34.7,27.04,0,85.24,0.64,0,0,0,0,0,0
14-05-2020,India,Karnataka,Mysore,19.03,32.25,25.64,0,91.45,0.34,0,0,0,0,0,0
15-05-2020,India,Karnataka,Bangalore,25.8,40.56,33.18,91.39,71.09,0.89,1,0,1,0,0,0
16-05-2020,India,Karnataka,Mysore,20.17,34.62,27.4,66.46,55.72,0.49,0,1,0,0,0,0
17-05-2020,India,Karnataka,Bangalore,27.92,34.95,31.44,22.59,71.43,0.5,0,0,0,0,0,0
18-05-2020,India,Kerala,Trivandrum,25.07,36.69,30.88,1.33,63.32,0.47,0,0,0,0,0,0
19-05-2020,India,Tamil Nadu,Coimbatore,20.86,38.29,29.58,35.08,39.37,0.23,0,0,0,0,1,0
20-05-2020,India,Kerala,Trivandrum,30.4,45.2,37.8,31.74,96.6,0.41,0,0,1,0,0,0
21-05-2020,India,West Bengal,Kolkata,23.26,35.86,29.56,30.65,37,0.35,0,0,0,0,0,0
22-05-2020,India,Kerala,Trivandrum,27.13,44.68,35.9,0,72.78,0.89,0,0,1,0,0,0
23-05-2020,India,Kerala,Trivandrum,28.41,41.94,35.18,21.38,56.35,0.75,0,0,1,0,0,0
24-05-2020,India,Kerala,Trivandrum,25.63,34.8,30.21,72.09,91.97,0.87,1,1,0,0,0,0
25-05-2020,India,Tamil Nadu,Chennai,31.9,46.78,39.34,76.6,45.58,0.86,1,0,1,0,0,0
26-05-2020,India,West Bengal,Kolkata,31.3,43.06,37.18,85.15,85.7,0.25,0,0,1,0,0,0
27-05-2020,India,Karnataka,Bangalore,21.74,34.8,28.27,0,93.54,0.43,0,0,0,0,0,0
28-05-2020,India,Maharashtra,Pune,19.2,25.44,22.32,9.92,86.6,0.66,0,0,0,0,0,0
29-05-2020,India,West Bengal,Kolkata,25.18,37.8,31.49,56.88,74.9,0.24,0,0,0,0,0,0
30-05-2020,India,Karnataka,Mysore,28.7,40.98,34.84,33.43,81.07,0.94,0,0,1,0,0,0
31-05-2020,India,Maharashtra,Mumbai,31.53,42.71,37.12,134.61,82.11,0.71,1,1,1,0,0,0
01-06-2020,India,Maharashtra,Mumbai,18.08,34.05,26.07,67.4,71.69,0.52,0,0,0,0,0,0
02-06-2020,India,Kerala,Trivandrum,21.95,32.47,27.21,47.58,40.8,0.52,0,0,0,0,0,0
03-06-2020,India,West Bengal,Kolkata,23.15,36,29.57,22.47,63.83,0.55,0,0,0,0,0,0
04-06-2020,India,Tamil Nadu,Chennai,23.32,37.77,30.54,0,84.2,0.83,0,0,0,0,0,0
05-06-2020,India,Kerala,Kochi,25.8,42.41,34.11,53.24,82.87,0.71,0,0,1,0,0,0
06-06-2020,India,West Bengal,Kolkata,27.7,43.63,35.67,45.75,38.04,0.94,0,0,1,0,1,0
07-06-2020,India,Karnataka,Bangalore,20.17,35.18,27.68,74.36,41.31,0.28,0,0,0,0,0,0
08-06-2020,India,Tamil Nadu,Chennai,27.28,33.38,30.33,0.15,71.55,0.63,0,0,0,0,0,0
09-06-2020,India,Maharashtra,Pune,27.6,37.31,32.46,45.35,69.47,0.37,0,0,0,0,0,0
10-06-2020,India,Kerala,Trivandrum,27.56,42.31,34.93,16.69,86.19,0.43,0,0,1,0,0,0
11-06-2020,India,Kerala,Kochi,30.25,39.15,34.7,0,48.65,0.79,0,0,1,0,0,0
12-06-2020,India,Karnataka,Mysore,22.13,33.31,27.72,118.15,95.22,0.93,1,0,0,0,0,0
13-06-2020,India,West Bengal,Kolkata,30.71,46.7,38.7,126.16,41.98,0.65,1,0,1,1,0,0
14-06-2020,India,West Bengal,Kolkata,30.19,46.89,38.54,45.41,75.07,0.93,0,0,1,0,0,0
15-06-2020,India,West Bengal,Kolkata,26.78,41.35,34.07,0,67.03,0.66,0,0,1,0,0,0
16-06-2020,India,Karnataka,Bangalore,28.27,45.2,36.73,35.45,78.28,0.65,0,0,1,0,0,0
17-06-2020,India,Karnataka,Mysore,20.06,27.81,23.94,46.32,71.19,0.47,0,0,0,0,0,0
18-06-2020,India,Karnataka,Mysore,31.92,42.76,37.34,0,89.74,0.43,0,0,1,0,0,0
19-06-2020,India,Karnataka,Mysore,18.47,34.21,26.34,39.47,50.89,0.67,0,0,0,0,0,0
20-06-2020,India,Maharashtra,Pune,18.02,35.01,26.52,92.49,86.51,0.88,1,0,0,0,0,0
21-06-2020,India,Maharashtra,Mumbai,18.72,34.93,26.83,87.78,73.49,0.36,0,0,0,0,0,0
22-06-2020,India,Karnataka,Mysore,32,42.21,37.1,5.08,74.4,0.48,0,0,1,0,0,0
23-06-2020,India,Karnataka,Mysore,24.86,39.53,32.19,0,91.71,0.53,0,0,1,0,0,0
24-06-2020,India,Karnataka,Bangalore,28.69,46.66,37.68,35.28,85.72,0.33,0,0,1,0,0,0
25-06-2020,India,Maharashtra,Mumbai,31.58,48.77,40.17,27.49,97.34,0.46,0,0,1,0,0,0
26-06-2020,India,West Bengal,Kolkata,26.06,41.04,33.55,23.44,81.79,0.78,0,0,1,0,0,0
27-06-2020,India,West Bengal,Kolkata,18.33,29.41,23.87,31.35,64.81,0.28,0,0,0,0,0,0
28-06-2020,India,West Bengal,Kolkata,27.48,33.6,30.54,57.07,55.57,0.57,0,0,0,0,0,0
29-06-2020,India,Karnataka,Bangalore,20.08,28.94,24.51,0,87.8,0.6,0,0,0,0,0,0
30-06-2020,India,Kerala,Kochi,31.76,48.35,40.06,42.05,96.36,0.28,0,0,1,0,0,0
01-07-2020,India,Kerala,Trivandrum,29.06,38.22,33.64,45.71,75.84,0.61,0,0,0,0,0,0
02-07-2020,India,Kerala,Trivandrum,22.39,34.19,28.29,0,72.1,0.54,0,0,0,0,0,0
03-07-2020,India,West Bengal,Kolkata,24.1,30.68,27.39,0,96.69,0.43,0,0,0,0,0,0
04-07-2020,India,Tamil Nadu,Coimbatore,27.08,38.97,33.03,1.14,41.04,0.58,0,0,0,0,0,0
05-07-2020,India,Kerala,Kochi,19.07,28.83,23.95,79.27,87.51,0.3,0,0,0,0,0,0
06-07-2020,India,Tamil Nadu,Chennai,23.05,31.36,27.21,45.6,89.6,0.35,0,0,0,0,0,0
07-07-2020,India,Karnataka,Mysore,18.68,30.25,24.47,54.45,95.92,0.51,0,0,0,0,0,0
08-07-2020,India,Maharashtra,Mumbai,27.6,37.33,32.47,74.21,86.5,0.26,0,0,0,0,0,0
09-07-2020,India,Kerala,Trivandrum,24.5,34.6,29.55,78.26,40.44,0.55,1,1,0,0,0,0
10-07-2020,India,Tamil Nadu,Chennai,23.05,33.64,28.35,95.07,35.25,0.51,0,0,0,0,0,0
11-07-2020,India,Kerala,Trivandrum,28.38,35.48,31.93,0,52.87,0.76,0,0,0,0,0,0
12-07-2020,India,West Bengal,Kolkata,28.22,36.38,32.3,39.08,53.04,0.57,0,0,0,0,0,0
13-07-2020,India,Maharashtra,Pune,21.88,39.83,30.85,97.64,62.22,0.75,1,0,1,0,0,0
14-07-2020,India,West Bengal,Kolkata,18.91,26.52,22.71,41.88,95.52,0.6,0,0,0,0,0,0
15-07-2020,India,Kerala,Kochi,30.15,40.06,35.11,69.66,40.53,0.89,0,0,1,0,0,0
16-07-2020,India,Karnataka,Bangalore,31.79,39.32,35.55,28.22,37.52,0.36,0,0,1,0,1,0
17-07-2020,India,West Bengal,Kolkata,26.74,42.65,34.69,39.57,41.45,0.76,0,0,1,0,0,0
18-07-2020,India,Tamil Nadu,Coimbatore,20.71,26.71,23.71,53.31,84.37,0.89,0,0,0,0,0,0
19-07-2020,India,Karnataka,Mysore,29.97,36.09,33.03,0,71.23,0.78,0,0,0,0,0,0
20-07-2020,India,Karnataka,Bangalore,21.91,36.45,29.18,81.67,85.6,0.7,1,1,0,0,0,0
21-07-2020,India,Tamil Nadu,Chennai,20.59,32.46,26.52,73.07,48.9,0.8,1,1,0,0,0,0
22-07-2020,India,West Bengal,Kolkata,19.4,36.38,27.89,29.6,59.77,0.48,0,0,0,0,0,0
23-07-2020,India,Karnataka,Bangalore,28.93,35.57,32.25,41.97,90.59,0.38,0,0,0,0,0,0
24-07-2020,India,Kerala,Kochi,21.5,33.28,27.39,1.22,97.44,0.72,0,0,0,0,0,0
25-07-2020,India,Maharashtra,Pune,20.06,35.53,27.8,32.71,57.94,0.46,0,0,0,0,0,0
26-07-2020,India,West Bengal,Kolkata,26.86,35.5,31.18,0,38.79,0.6,0,0,0,0,0,0
27-07-2020,India,Maharashtra,Mumbai,22.52,33.3,27.91,92.55,65.17,0.28,0,1,0,0,0,0
28-07-2020,India,West Bengal,Kolkata,21.42,31.38,26.4,17.9,62.67,0.88,0,0,0,0,0,0
29-07-2020,India,Tamil Nadu,Chennai,18.58,34.29,26.43,16.15,61.07,0.5,0,0,0,0,0,0
30-07-2020,India,Karnataka,Bangalore,29.79,39.82,34.8,77.82,73.3,0.91,1,0,1,0,0,0
31-07-2020,India,Tamil Nadu,Chennai,25.23,36.43,30.83,5.31,48.92,0.94,0,0,0,0,0,0
01-08-2020,India,Maharashtra,Pune,25.94,33.14,29.54,19.88,47.76,0.77,0,0,0,0,0,0
02-08-2020,India,Tamil Nadu,Chennai,22.95,39.92,31.44,51.43,37.31,0.89,0,0,1,0,1,0
03-08-2020,India,West Bengal,Kolkata,23.81,30.12,26.96,0,54.16,0.91,0,0,0,0,0,0
04-08-2020,India,Tamil Nadu,Chennai,21.28,38.92,30.1,42.04,69.77,0.65,0,0,0,0,0,0
05-08-2020,India,Maharashtra,Mumbai,22.54,30.22,26.38,10.35,77.64,0.37,0,0,0,0,0,1
06-08-2020,India,West Bengal,Kolkata,26.01,40.83,33.42,0,69.93,0.33,0,0,1,0,0,0
07-08-2020,India,Maharashtra,Mumbai,25.49,40.14,32.82,19.84,44.12,0.45,0,0,1,0,0,0
08-08-2020,India,Tamil Nadu,Coimbatore,23.7,38.1,30.9,11.35,52.71,0.24,0,0,0,0,0,0
09-08-2020,India,Karnataka,Mysore,25.82,41.92,33.87,0,35.02,0.87,0,0,1,0,1,0
10-08-2020,India,Tamil Nadu,Coimbatore,24.11,38.47,31.29,0,53.81,0.8,0,0,0,0,0,0
11-08-2020,India,Maharashtra,Pune,28.23,44.68,36.45,1.33,65.15,0.34,0,0,1,0,0,0
12-08-2020,India,Karnataka,Bangalore,30.33,44.09,37.21,52.22,77.19,0.26,0,0,1,0,0,0
13-08-2020,India,West Bengal,Kolkata,25.39,31.6,28.5,25.97,90.14,0.58,0,0,0,0,0,0
14-08-2020,India,Maharashtra,Mumbai,30.46,47.16,38.81,10.74,73.37,0.36,0,0,1,0,0,0
15-08-2020,India,West Bengal,Kolkata,28.53,41.07,34.8,45.32,74.45,0.66,0,0,1,0,0,0
16-08-2020,India,Karnataka,Mysore,27.94,40.77,34.36,34.62,85.3,0.65,0,0,1,0,0,0
17-08-2020,India,West Bengal,Kolkata,23.62,35.31,29.47,95.62,36.85,0.42,0,0,0,1,0,0
18-08-2020,India,Kerala,Kochi,29.6,39.91,34.76,0,90.05,0.62,0,0,1,0,0,0
19-08-2020,India,Kerala,Kochi,27.89,40.25,34.07,91.61,70.47,0.2,0,1,1,1,0,0
20-08-2020,India,West Bengal,Kolkata,24.79,33.04,28.91,71.53,88.68,0.22,0,0,0,0,0,0
21-08-2020,India,Karnataka,Mysore,30.57,46.43,38.5,0,57.14,0.59,0,0,1,0,0,0
22-08-2020,India,Tamil Nadu,Coimbatore,24.12,31.76,27.94,40.41,69.06,0.54,0,0,0,0,0,0
23-08-2020,India,West Bengal,Kolkata,18.91,32.54,25.73,0,84.07,0.24,0,0,0,0,0,0
24-08-2020,India,Karnataka,Bangalore,21.93,29.41,25.67,0,93.72,0.25,0,0,0,0,0,0
25-08-2020,India,Maharashtra,Pune,31.31,38.27,34.79,55.52,38.94,0.72,0,0,0,0,1,0
26-08-2020,India,Maharashtra,Pune,21.34,27.96,24.65,43.03,83.93,0.51,0,0,0,0,0,0
27-08-2020,India,Tamil Nadu,Coimbatore,18.32,35.69,27,75.98,74.7,0.91,1,1,0,0,0,0
28-08-2020,India,Karnataka,Mysore,26.74,35.81,31.28,10.56,81.19,0.67,0,0,0,0,0,0
29-08-2020,India,Tamil Nadu,Chennai,26.42,40.95,33.68,50.28,81.59,0.62,0,0,1,0,0,0
30-08-2020,India,Tamil Nadu,Coimbatore,22.69,31.51,27.1,0,96.75,0.21,0,0,0,0,0,0
